sector_id,scenario,rank,title,category,score_delta,from_score,to_score,suggested_lat,suggested_lng
21017A472,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.794614,4.396715
21017A472,remote,2,+1 library within 550m,library,7,67,74,50.798466,4.411426
21017A472,remote,3,+1 GP / doctor within 400m,gp,4,67,71,50.799082,4.408092
21017A472,senior,1,+1 GP / doctor within 300m,gp,26,53,79,50.798451,4.407094
21017A472,senior,2,+1 supermarket within 300m,supermarket,7,53,60,50.793837,4.40407
21017A472,senior,3,+1 hospital within 0m,hospital,5,53,58,50.79654,4.40407
21017A501,remote,1,+1 coworking space within 550m,coworking,20,77,97,50.80721,4.396518
21017A501,senior,1,+1 park within 300m,park,6,88,94,50.811047,4.400851
21017A501,senior,2,+1 hospital within 0m,hospital,5,88,93,50.809136,4.403876
21017A512,family,1,+1 park within 400m,park,8,91,99,50.809762,4.399127
21017A512,remote,1,+1 coworking space within 550m,coworking,20,72,92,50.805295,4.395792
21017A512,remote,2,+1 park within 400m,park,8,72,80,50.809762,4.399127
21017A512,senior,1,+1 park within 300m,park,9,79,88,50.809132,4.400125
21017A512,senior,2,+1 hospital within 0m,hospital,3,79,82,50.80722,4.403149
21017A523,remote,1,+1 coworking space within 550m,coworking,20,80,100,50.810071,4.394191
21017A523,senior,1,+1 hospital within 0m,hospital,7,84,91,50.811997,4.40155
21017A534,remote,1,+1 coworking space within 550m,coworking,20,80,100,50.80939,4.396935
21017A534,senior,1,+1 hospital within 0m,hospital,7,92,99,50.811316,4.404293
21017A541,family,1,+1 playground within 250m,playground,4,92,96,50.810755,4.408765
21017A541,remote,1,+1 coworking space within 550m,coworking,20,76,96,50.806836,4.400101
21017A541,senior,1,+1 hospital within 0m,hospital,6,76,82,50.808762,4.407459
21017A541,senior,2,+1 transit stop within 250m,transit,6,76,82,50.808762,4.404037
21017A541,senior,3,+1 park within 300m,park,5,76,81,50.810673,4.404434
21017A613,remote,1,+1 coworking space within 550m,coworking,20,74,94,50.811641,4.397912
21017A613,senior,1,+1 GP / doctor within 300m,gp,16,66,82,50.815478,4.408295
21017A613,senior,2,+1 hospital within 0m,hospital,7,66,73,50.813567,4.40527
21017A613,senior,3,+1 supermarket within 300m,supermarket,6,66,72,50.810864,4.40527
21017A624,family,1,+1 supermarket within 400m,supermarket,9,76,85,50.808365,4.414376
21017A624,family,2,+1 childcare centre within 400m,childcare,3,76,79,50.809418,4.418399
21017A624,family,3,+1 playground within 250m,playground,3,76,79,50.813953,4.415683
21017A624,remote,1,+1 coworking space within 550m,coworking,20,60,80,50.810034,4.407018
21017A624,remote,2,+1 supermarket within 400m,supermarket,9,60,69,50.808365,4.414376
21017A624,remote,3,+1 café within 400m,cafe,4,60,64,50.808639,4.416553
21017A624,senior,1,+1 GP / doctor within 300m,gp,17,50,67,50.813871,4.417401
21017A624,senior,2,+1 supermarket within 300m,supermarket,12,50,62,50.809257,4.414376
21017A624,senior,3,+1 hospital within 0m,hospital,7,50,57,50.81196,4.414376
21017A635,family,1,+1 supermarket within 400m,supermarket,8,78,86,50.806216,4.413298
21017A635,family,2,+1 playground within 250m,playground,5,78,83,50.811803,4.414604
21017A635,remote,1,+1 coworking space within 550m,coworking,20,64,84,50.807884,4.40594
21017A635,remote,2,+1 supermarket within 400m,supermarket,8,64,72,50.806216,4.413298
21017A635,remote,3,+1 library within 550m,library,3,64,67,50.811736,4.420656
21017A635,senior,1,+1 supermarket within 300m,supermarket,12,59,71,50.807108,4.413298
21017A635,senior,2,+1 GP / doctor within 300m,gp,8,59,67,50.811721,4.416322
21017A635,senior,3,+1 hospital within 0m,hospital,8,59,67,50.80981,4.413298
21017A696,remote,1,+1 coworking space within 550m,coworking,20,76,96,50.809541,4.402696
21017A696,senior,1,+1 supermarket within 300m,supermarket,8,81,89,50.808764,4.410054
21017A696,senior,2,+1 hospital within 0m,hospital,8,81,89,50.811467,4.410054
21018A00-,family,1,+1 childcare centre within 400m,childcare,7,82,89,50.840804,4.432576
21018A00-,remote,1,+1 coworking space within 550m,coworking,20,66,86,50.84142,4.421188
21018A00-,remote,2,+1 library within 550m,library,6,66,72,50.845272,4.435914
21018A00-,remote,3,+1 café within 400m,cafe,5,66,71,50.840025,4.430729
21018A00-,senior,1,+1 GP / doctor within 300m,gp,17,52,69,50.845257,4.431577
21018A00-,senior,2,+1 hospital within 0m,hospital,7,52,59,50.843346,4.428551
21018A00-,senior,3,+1 local shop within 200m,convenience,6,52,58,50.842199,4.426735
21018A01-,family,1,+1 playground within 250m,playground,8,90,98,50.844173,4.435618
21018A01-,remote,1,+1 coworking space within 550m,coworking,20,73,93,50.840254,4.426948
21018A01-,remote,2,+1 library within 550m,library,4,73,77,50.844106,4.441674
21018A01-,senior,1,+1 hospital within 0m,hospital,5,88,93,50.84218,4.434311
21018A01-,senior,2,+1 library within 400m,library,4,88,92,50.843628,4.439847
21018A01-,senior,3,+1 local shop within 200m,convenience,3,88,91,50.841033,4.432495
21018A02-,family,1,+1 childcare centre within 400m,childcare,6,85,91,50.838423,4.430941
21018A02-,remote,1,+1 coworking space within 550m,coworking,17,68,85,50.839039,4.419553
21018A02-,remote,2,+1 library within 550m,library,8,68,76,50.84289,4.434278
21018A02-,remote,3,+1 café within 400m,cafe,3,68,71,50.837644,4.429094
21018A02-,senior,1,+1 park within 300m,park,7,69,76,50.842876,4.423889
21018A02-,senior,2,+1 local shop within 200m,convenience,5,69,74,50.839818,4.4251
21018A02-,senior,3,+1 hospital within 0m,hospital,5,69,74,50.840965,4.426916
21018A031,family,1,+1 childcare centre within 400m,childcare,10,69,79,50.83935,4.425269
21018A031,family,2,+1 park within 400m,park,6,69,75,50.844433,4.417218
21018A031,family,3,+1 GP / doctor within 400m,gp,5,69,74,50.844433,4.425269
21018A031,remote,1,+1 park within 400m,park,6,71,77,50.844433,4.417218
21018A031,remote,2,+1 café within 400m,cafe,6,71,77,50.838571,4.423422
21018A031,remote,3,+1 library within 550m,library,6,71,77,50.843817,4.428606
21018A031,senior,1,+1 GP / doctor within 300m,gp,24,49,73,50.843803,4.42427
21018A031,senior,2,+1 park within 300m,park,8,49,57,50.843803,4.418217
21018A031,senior,3,+1 supermarket within 300m,supermarket,7,49,56,50.839189,4.421244
21018A04-,family,1,+1 childcare centre within 400m,childcare,8,78,86,50.841238,4.425659
21018A04-,family,2,+1 GP / doctor within 400m,gp,6,78,84,50.846321,4.425659
21018A04-,remote,1,+1 coworking space within 550m,coworking,12,71,83,50.841854,4.41427
21018A04-,remote,2,+1 library within 550m,library,6,71,77,50.845705,4.428997
21018A04-,remote,3,+1 café within 400m,cafe,5,71,76,50.840459,4.423812
21018A04-,senior,1,+1 GP / doctor within 300m,gp,26,53,79,50.845691,4.42466
21018A04-,senior,2,+1 library within 400m,library,5,53,58,50.845228,4.42717
21018A04-,senior,3,+1 café within 300m,cafe,5,53,58,50.841283,4.423271
21018A05-,family,1,+1 GP / doctor within 400m,gp,9,82,91,50.848538,4.426988
21018A05-,remote,1,+1 coworking space within 550m,coworking,19,67,86,50.84407,4.415599
21018A05-,remote,2,+1 library within 550m,library,7,67,74,50.847922,4.430326
21018A05-,remote,3,+1 GP / doctor within 400m,gp,5,67,72,50.848538,4.426988
21018A05-,senior,1,+1 GP / doctor within 300m,gp,27,53,80,50.847907,4.425989
21018A05-,senior,2,+1 supermarket within 300m,supermarket,5,53,58,50.843293,4.422963
21018A05-,senior,3,+1 hospital within 0m,hospital,5,53,58,50.845996,4.422963
21018A09-,family,1,+1 childcare centre within 400m,childcare,6,76,82,50.837604,4.432709
21018A09-,family,2,+1 GP / doctor within 400m,gp,6,76,82,50.842688,4.432709
21018A09-,family,3,+1 transit stop within 300m,transit,5,76,81,50.840146,4.42413
21018A09-,remote,1,+1 coworking space within 550m,coworking,19,62,81,50.83822,4.421321
21018A09-,remote,2,+1 library within 550m,library,7,62,69,50.842072,4.436047
21018A09-,remote,3,+1 transit stop within 300m,transit,6,62,68,50.840146,4.42413
21018A09-,senior,1,+1 GP / doctor within 300m,gp,26,37,63,50.842057,4.43171
21018A09-,senior,2,+1 transit stop within 250m,transit,15,37,52,50.840146,4.42526
21018A09-,senior,3,+1 hospital within 0m,hospital,5,37,42,50.840146,4.428684
21018A12-,family,1,+1 park within 400m,park,10,74,84,50.84307,4.444882
21018A12-,family,2,+1 GP / doctor within 400m,gp,3,74,77,50.84307,4.452932
21018A12-,family,3,+1 playground within 250m,playground,3,74,77,50.842521,4.450214
21018A12-,remote,1,+1 coworking space within 550m,coworking,20,53,73,50.838602,4.441545
21018A12-,remote,2,+1 park within 400m,park,9,53,62,50.84307,4.444882
21018A12-,remote,3,+1 library within 550m,library,8,53,61,50.842454,4.45627
21018A12-,senior,1,+1 GP / doctor within 300m,gp,21,45,66,50.842439,4.451934
21018A12-,senior,2,+1 park within 300m,park,9,45,54,50.842439,4.445881
21018A12-,senior,3,+1 local shop within 200m,convenience,6,45,51,50.839381,4.447091
21018A13-,family,1,+1 supermarket within 400m,supermarket,3,87,90,50.835832,4.443253
21018A13-,remote,1,+1 coworking space within 550m,coworking,20,62,82,50.837501,4.435891
21018A13-,remote,2,+1 library within 550m,library,8,62,70,50.841352,4.450616
21018A13-,remote,3,+1 supermarket within 400m,supermarket,3,62,65,50.835832,4.443253
21018A13-,senior,1,+1 supermarket within 300m,supermarket,9,60,69,50.836724,4.443253
21018A13-,senior,2,+1 park within 300m,park,7,60,67,50.841337,4.440227
21018A13-,senior,3,+1 local shop within 200m,convenience,6,60,66,50.83828,4.441437
21018A14-,family,1,+1 supermarket within 400m,supermarket,3,92,95,50.835713,4.438979
21018A14-,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.837381,4.431617
21018A14-,remote,2,+1 library within 550m,library,8,67,75,50.841233,4.446342
21018A14-,remote,3,+1 supermarket within 400m,supermarket,3,67,70,50.835713,4.438979
21018A14-,senior,1,+1 supermarket within 300m,supermarket,9,79,88,50.836605,4.438979
21018A14-,senior,2,+1 local shop within 200m,convenience,6,79,85,50.838161,4.437164
21018A14-,senior,3,+1 library within 400m,library,5,79,84,50.840755,4.444515
21018A15-,remote,1,+1 coworking space within 550m,coworking,20,69,89,50.833733,4.42986
21018A15-,remote,2,+1 library within 550m,library,8,69,77,50.837585,4.444584
21018A15-,senior,1,+1 GP / doctor within 300m,gp,16,62,78,50.83757,4.440248
21018A15-,senior,2,+1 transit stop within 250m,transit,7,62,69,50.835659,4.433798
21018A15-,senior,3,+1 hospital within 0m,hospital,5,62,67,50.835659,4.437222
21018A19-,family,1,+1 supermarket within 400m,supermarket,6,80,86,50.839459,4.444203
21018A19-,family,2,+1 GP / doctor within 400m,gp,5,80,85,50.845595,4.448229
21018A19-,remote,1,+1 coworking space within 550m,coworking,20,62,82,50.841128,4.43684
21018A19-,remote,2,+1 supermarket within 400m,supermarket,6,62,68,50.839459,4.444203
21018A19-,remote,3,+1 library within 550m,library,5,62,67,50.844979,4.451566
21018A19-,senior,1,+1 GP / doctor within 300m,gp,25,49,74,50.844964,4.44723
21018A19-,senior,2,+1 supermarket within 300m,supermarket,11,49,60,50.840351,4.444203
21018A19-,senior,3,+1 local shop within 200m,convenience,6,49,55,50.841907,4.442387
21018A20-,family,1,+1 childcare centre within 400m,childcare,10,83,93,50.841355,4.415851
21018A20-,family,2,+1 park within 400m,park,6,83,89,50.846439,4.4078
21018A20-,remote,1,+1 park within 400m,park,6,92,98,50.846439,4.4078
21018A20-,senior,1,+1 GP / doctor within 300m,gp,8,82,90,50.845808,4.414852
21018A20-,senior,2,+1 park within 300m,park,8,82,90,50.845808,4.408799
21018A21-,family,1,+1 park within 400m,park,13,77,90,50.843638,4.407897
21018A21-,family,2,+1 childcare centre within 400m,childcare,9,77,86,50.838555,4.415947
21018A21-,remote,1,+1 park within 400m,park,12,87,99,50.843638,4.407897
21018A21-,senior,1,+1 park within 300m,park,10,89,99,50.843007,4.408896
21018A22-,family,1,+1 park within 400m,park,12,71,83,50.842466,4.410876
21018A22-,family,2,+1 childcare centre within 400m,childcare,9,71,80,50.837383,4.418926
21018A22-,family,3,+1 playground within 250m,playground,7,71,78,50.841917,4.416208
21018A22-,remote,1,+1 park within 400m,park,11,84,95,50.842466,4.410876
21018A22-,senior,1,+1 park within 300m,park,10,80,90,50.841836,4.411875
21018A22-,senior,2,+1 library within 400m,library,3,80,83,50.841373,4.420437
21018A24-,family,1,+1 park within 400m,park,11,72,83,50.848471,4.404543
21018A24-,family,2,+1 childcare centre within 400m,childcare,9,72,81,50.843387,4.412594
21018A24-,family,3,+1 playground within 250m,playground,6,72,78,50.847921,4.409876
21018A24-,remote,1,+1 park within 400m,park,11,76,87,50.848471,4.404543
21018A24-,remote,2,+1 coworking space within 550m,coworking,10,76,86,50.844003,4.401205
21018A24-,senior,1,+1 park within 300m,park,10,83,93,50.84784,4.405542
21018A24-,senior,2,+1 hospital within 0m,hospital,3,83,86,50.845929,4.408569
21018A30-,family,1,+1 GP / doctor within 400m,gp,9,77,86,50.852407,4.433406
21018A30-,family,2,+1 playground within 250m,playground,6,77,83,50.851858,4.430687
21018A30-,family,3,+1 childcare centre within 400m,childcare,5,77,82,50.847323,4.433406
21018A30-,remote,1,+1 coworking space within 550m,coworking,20,67,87,50.847939,4.422016
21018A30-,remote,2,+1 GP / doctor within 400m,gp,5,67,72,50.852407,4.433406
21018A30-,remote,3,+1 café within 400m,cafe,5,67,72,50.846544,4.431559
21018A30-,senior,1,+1 GP / doctor within 300m,gp,27,58,85,50.851776,4.432407
21018A30-,senior,2,+1 hospital within 0m,hospital,6,58,64,50.849865,4.42938
21018A30-,senior,3,+1 café within 300m,cafe,5,58,63,50.847368,4.431018
21018A311,family,1,+1 GP / doctor within 400m,gp,9,83,92,50.85501,4.437534
21018A311,remote,1,+1 coworking space within 550m,coworking,20,60,80,50.850542,4.426143
21018A311,remote,2,+1 café within 400m,cafe,8,60,68,50.849147,4.435686
21018A311,remote,3,+1 GP / doctor within 400m,gp,5,60,65,50.85501,4.437534
21018A311,senior,1,+1 GP / doctor within 300m,gp,27,38,65,50.854379,4.436535
21018A311,senior,2,+1 supermarket within 300m,supermarket,8,38,46,50.849766,4.433507
21018A311,senior,3,+1 transit stop within 250m,transit,7,38,45,50.852468,4.430083
21018A32-,family,1,+1 GP / doctor within 400m,gp,9,86,95,50.856371,4.440325
21018A32-,remote,1,+1 coworking space within 550m,coworking,20,62,82,50.851903,4.428934
21018A32-,remote,2,+1 café within 400m,cafe,8,62,70,50.850508,4.438478
21018A32-,remote,3,+1 GP / doctor within 400m,gp,5,62,67,50.856371,4.440325
21018A32-,senior,1,+1 GP / doctor within 300m,gp,27,59,86,50.85574,4.439326
21018A32-,senior,2,+1 library within 400m,library,5,59,64,50.855277,4.441836
21018A32-,senior,3,+1 café within 300m,cafe,5,59,64,50.851332,4.437937
21018A33-,family,1,+1 childcare centre within 400m,childcare,9,62,71,50.849504,4.44426
21018A33-,family,2,+1 GP / doctor within 400m,gp,9,62,71,50.854588,4.44426
21018A33-,family,3,+1 pharmacy within 400m,pharmacy,6,62,68,50.85564,4.440234
21018A33-,remote,1,+1 coworking space within 550m,coworking,20,53,73,50.85012,4.432869
21018A33-,remote,2,+1 café within 400m,cafe,7,53,60,50.848725,4.442413
21018A33-,remote,3,+1 pharmacy within 400m,pharmacy,5,53,58,50.85564,4.440234
21018A33-,senior,1,+1 GP / doctor within 300m,gp,27,28,55,50.853957,4.443261
21018A33-,senior,2,+1 transit stop within 250m,transit,13,28,41,50.852046,4.436809
21018A33-,senior,3,+1 supermarket within 300m,supermarket,8,28,36,50.849343,4.440234
21018A34-,family,1,+1 GP / doctor within 400m,gp,9,76,85,50.859123,4.443304
21018A34-,family,2,+1 pharmacy within 400m,pharmacy,4,76,80,50.860176,4.439277
21018A34-,remote,1,+1 coworking space within 550m,coworking,20,53,73,50.854656,4.431912
21018A34-,remote,2,+1 café within 400m,cafe,8,53,61,50.853261,4.441456
21018A34-,remote,3,+1 library within 550m,library,7,53,60,50.858507,4.446642
21018A34-,senior,1,+1 GP / doctor within 300m,gp,27,47,74,50.858493,4.442304
21018A34-,senior,2,+1 local shop within 200m,convenience,5,47,52,50.855435,4.437461
21018A34-,senior,3,+1 park within 300m,park,5,47,52,50.858493,4.43625
21018A35-,family,1,+1 childcare centre within 400m,childcare,9,53,62,50.855885,4.445162
21018A35-,family,2,+1 GP / doctor within 400m,gp,9,53,62,50.860968,4.445162
21018A35-,family,3,+1 pharmacy within 400m,pharmacy,8,53,61,50.862021,4.441135
21018A35-,remote,1,+1 coworking space within 550m,coworking,20,38,58,50.8565,4.43377
21018A35-,remote,2,+1 library within 550m,library,8,38,46,50.860352,4.448501
21018A35-,remote,3,+1 pharmacy within 400m,pharmacy,7,38,45,50.862021,4.441135
21018A35-,senior,1,+1 GP / doctor within 300m,gp,27,29,56,50.860337,4.444163
21018A35-,senior,2,+1 supermarket within 300m,supermarket,11,29,40,50.855724,4.441135
21018A35-,senior,3,+1 park within 300m,park,7,29,36,50.860337,4.438108
21018A37-,family,1,+1 school within 400m,school,15,7,22,50.858784,4.432948
21018A37-,family,2,+1 park within 400m,park,15,7,22,50.861326,4.423227
21018A37-,family,3,+1 childcare centre within 400m,childcare,10,7,17,50.856242,4.43128
21018A37-,remote,1,+1 coworking space within 550m,coworking,20,10,30,50.856858,4.419888
21018A37-,remote,2,+1 park within 400m,park,14,10,24,50.861326,4.423227
21018A37-,remote,3,+1 supermarket within 400m,supermarket,10,10,20,50.855189,4.427253
21018A37-,senior,1,+1 GP / doctor within 300m,gp,27,3,30,50.860695,4.430281
21018A37-,senior,2,+1 transit stop within 250m,transit,16,3,19,50.858784,4.423828
21018A37-,senior,3,+1 supermarket within 300m,supermarket,12,3,15,50.856081,4.427253
21018A3MJ,family,1,+1 GP / doctor within 400m,gp,9,85,94,50.857824,4.435265
21018A3MJ,remote,1,+1 coworking space within 550m,coworking,20,59,79,50.853356,4.423873
21018A3MJ,remote,2,+1 café within 400m,cafe,8,59,67,50.851961,4.433417
21018A3MJ,remote,3,+1 library within 550m,library,6,59,65,50.857208,4.438603
21018A3MJ,senior,1,+1 GP / doctor within 300m,gp,27,57,84,50.857193,4.434266
21018A3MJ,senior,2,+1 local shop within 200m,convenience,6,57,63,50.854135,4.429422
21018A3MJ,senior,3,+1 library within 400m,library,5,57,62,50.85673,4.436776
21018A41-,family,1,+1 GP / doctor within 400m,gp,7,89,96,50.849862,4.437309
21018A41-,remote,1,+1 coworking space within 550m,coworking,20,73,93,50.845394,4.42592
21018A41-,remote,2,+1 GP / doctor within 400m,gp,4,73,77,50.849862,4.437309
21018A41-,senior,1,+1 GP / doctor within 300m,gp,27,59,86,50.849231,4.43631
21018A41-,senior,2,+1 hospital within 0m,hospital,7,59,66,50.84732,4.433283
21018A41-,senior,3,+1 café within 300m,cafe,4,59,63,50.844823,4.434921
21018A42-,family,1,+1 playground within 250m,playground,6,87,93,50.847845,4.435576
21018A42-,family,2,+1 GP / doctor within 400m,gp,5,87,92,50.848394,4.438294
21018A42-,remote,1,+1 coworking space within 550m,coworking,20,73,93,50.843927,4.426905
21018A42-,remote,2,+1 GP / doctor within 400m,gp,3,73,76,50.848394,4.438294
21018A42-,senior,1,+1 GP / doctor within 300m,gp,25,59,84,50.847764,4.437295
21018A42-,senior,2,+1 hospital within 0m,hospital,7,59,66,50.845853,4.434269
21018A42-,senior,3,+1 café within 300m,cafe,4,59,63,50.843356,4.435907
21018A43-,family,1,+1 GP / doctor within 400m,gp,9,65,74,50.850801,4.43514
21018A43-,family,2,+1 playground within 250m,playground,8,65,73,50.850252,4.432421
21018A43-,family,3,+1 school within 400m,school,7,65,72,50.848259,4.436807
21018A43-,remote,1,+1 coworking space within 550m,coworking,20,62,82,50.846333,4.42375
21018A43-,remote,2,+1 café within 400m,cafe,7,62,69,50.844938,4.433292
21018A43-,remote,3,+1 GP / doctor within 400m,gp,5,62,67,50.850801,4.43514
21018A43-,senior,1,+1 GP / doctor within 300m,gp,27,49,76,50.85017,4.434141
21018A43-,senior,2,+1 hospital within 0m,hospital,7,49,56,50.848259,4.431114
21018A43-,senior,3,+1 transit stop within 250m,transit,6,49,55,50.848259,4.427689
21018A512,family,1,+1 childcare centre within 400m,childcare,10,80,90,50.837334,4.423961
21018A512,family,2,+1 playground within 250m,playground,3,80,83,50.841869,4.421243
21018A512,remote,1,+1 café within 400m,cafe,7,78,85,50.836555,4.422115
21018A512,remote,2,+1 library within 550m,library,4,78,82,50.841802,4.427299
21018A512,senior,1,+1 GP / doctor within 300m,gp,13,62,75,50.841787,4.422963
21018A512,senior,2,+1 transit stop within 250m,transit,12,62,74,50.839876,4.416513
21018A512,senior,3,+1 café within 300m,cafe,5,62,67,50.837379,4.421574
21018A60-,family,1,+1 GP / doctor within 400m,gp,9,86,95,50.852499,4.427424
21018A60-,remote,1,+1 coworking space within 550m,coworking,20,66,86,50.848032,4.416034
21018A60-,remote,2,+1 library within 550m,library,7,66,73,50.851883,4.430762
21018A60-,remote,3,+1 GP / doctor within 400m,gp,5,66,71,50.852499,4.427424
21018A60-,senior,1,+1 GP / doctor within 300m,gp,27,60,87,50.851869,4.426425
21018A60-,senior,2,+1 supermarket within 300m,supermarket,7,60,67,50.847255,4.423398
21018A60-,senior,3,+1 library within 400m,library,5,60,65,50.851406,4.428935
21018A61-,family,1,+1 GP / doctor within 400m,gp,8,87,95,50.850525,4.423636
21018A61-,remote,1,+1 coworking space within 550m,coworking,19,69,88,50.846058,4.412247
21018A61-,remote,2,+1 library within 550m,library,6,69,75,50.84991,4.426974
21018A61-,remote,3,+1 GP / doctor within 400m,gp,5,69,74,50.850525,4.423636
21018A61-,senior,1,+1 GP / doctor within 300m,gp,27,58,85,50.849895,4.422637
21018A61-,senior,2,+1 supermarket within 300m,supermarket,5,58,63,50.845281,4.41961
21018A61-,senior,3,+1 library within 400m,library,5,58,63,50.849432,4.425147
21018A62-,family,1,+1 park within 400m,park,8,83,91,50.850938,4.409725
21018A62-,family,2,+1 playground within 250m,playground,3,83,86,50.850389,4.415058
21018A62-,remote,1,+1 coworking space within 550m,coworking,19,66,85,50.84647,4.406387
21018A62-,remote,2,+1 park within 400m,park,8,66,74,50.850938,4.409725
21018A62-,remote,3,+1 café within 400m,cafe,4,66,70,50.845075,4.41593
21018A62-,senior,1,+1 GP / doctor within 300m,gp,10,68,78,50.850307,4.416778
21018A62-,senior,2,+1 park within 300m,park,9,68,77,50.850307,4.410724
21018A62-,senior,3,+1 hospital within 0m,hospital,5,68,73,50.848396,4.413751
21018A63-,family,1,+1 GP / doctor within 400m,gp,8,80,88,50.855138,4.42198
21018A63-,remote,1,+1 coworking space within 550m,coworking,20,59,79,50.850671,4.41059
21018A63-,remote,2,+1 library within 550m,library,7,59,66,50.854522,4.425319
21018A63-,remote,3,+1 GP / doctor within 400m,gp,4,59,63,50.855138,4.42198
21018A63-,senior,1,+1 GP / doctor within 300m,gp,27,41,68,50.854508,4.420981
21018A63-,senior,2,+1 supermarket within 300m,supermarket,7,41,48,50.849894,4.417954
21018A63-,senior,3,+1 park within 300m,park,7,41,48,50.854508,4.414927
21018A643,family,1,+1 GP / doctor within 400m,gp,9,66,75,50.855599,4.428918
21018A643,family,2,+1 supermarket within 400m,supermarket,7,66,73,50.849463,4.424892
21018A643,family,3,+1 school within 400m,school,6,66,72,50.853057,4.430585
21018A643,remote,1,+1 coworking space within 550m,coworking,20,55,75,50.851132,4.417527
21018A643,remote,2,+1 library within 550m,library,8,55,63,50.854983,4.432256
21018A643,remote,3,+1 supermarket within 400m,supermarket,7,55,62,50.849463,4.424892
21018A643,senior,1,+1 GP / doctor within 300m,gp,27,39,66,50.854968,4.427919
21018A643,senior,2,+1 supermarket within 300m,supermarket,12,39,51,50.850355,4.424892
21018A643,senior,3,+1 library within 400m,library,5,39,44,50.854505,4.430429
21018A72-,family,1,+1 playground within 250m,playground,6,93,99,50.844065,4.405288
21018A72-,senior,1,+1 GP / doctor within 300m,gp,14,83,97,50.843984,4.407007
21018A81-,family,1,+1 supermarket within 400m,supermarket,10,60,70,50.841778,4.450536
21018A81-,family,2,+1 GP / doctor within 400m,gp,9,60,69,50.847915,4.454561
21018A81-,family,3,+1 park within 400m,park,9,60,69,50.847915,4.44651
21018A81-,remote,1,+1 coworking space within 550m,coworking,20,45,65,50.843447,4.443172
21018A81-,remote,2,+1 supermarket within 400m,supermarket,10,45,55,50.841778,4.450536
21018A81-,remote,3,+1 park within 400m,park,9,45,54,50.847915,4.44651
21018A81-,senior,1,+1 GP / doctor within 300m,gp,27,19,46,50.847284,4.453562
21018A81-,senior,2,+1 transit stop within 250m,transit,15,19,34,50.845373,4.447111
21018A81-,senior,3,+1 supermarket within 300m,supermarket,12,19,31,50.84267,4.450536
21018A82-,family,1,+1 GP / doctor within 400m,gp,9,69,78,50.848346,4.447442
21018A82-,family,2,+1 playground within 250m,playground,7,69,76,50.847796,4.444724
21018A82-,family,3,+1 supermarket within 400m,supermarket,6,69,75,50.842209,4.443417
21018A82-,remote,1,+1 coworking space within 550m,coworking,20,64,84,50.843878,4.436053
21018A82-,remote,2,+1 supermarket within 400m,supermarket,6,64,70,50.842209,4.443417
21018A82-,remote,3,+1 GP / doctor within 400m,gp,5,64,69,50.848346,4.447442
21018A82-,senior,1,+1 GP / doctor within 300m,gp,27,48,75,50.847715,4.446443
21018A82-,senior,2,+1 supermarket within 300m,supermarket,11,48,59,50.843101,4.443417
21018A82-,senior,3,+1 transit stop within 250m,transit,7,48,55,50.845804,4.439992
21018A83-,family,1,+1 GP / doctor within 400m,gp,9,82,91,50.851355,4.448343
21018A83-,family,2,+1 supermarket within 400m,supermarket,6,82,88,50.845218,4.444317
21018A83-,remote,1,+1 coworking space within 550m,coworking,20,68,88,50.846887,4.436954
21018A83-,remote,2,+1 supermarket within 400m,supermarket,6,68,74,50.845218,4.444317
21018A83-,remote,3,+1 GP / doctor within 400m,gp,5,68,73,50.851355,4.448343
21018A83-,senior,1,+1 GP / doctor within 300m,gp,27,50,77,50.850724,4.447344
21018A83-,senior,2,+1 supermarket within 300m,supermarket,11,50,61,50.84611,4.444317
21018A83-,senior,3,+1 hospital within 0m,hospital,4,50,54,50.848813,4.444317
21018A84-,family,1,+1 GP / doctor within 400m,gp,4,92,96,50.850025,4.459198
21018A84-,remote,1,+1 coworking space within 550m,coworking,20,75,95,50.845557,4.447809
21018A84-,remote,2,+1 GP / doctor within 400m,gp,2,75,77,50.850025,4.459198
21018A84-,senior,1,+1 GP / doctor within 300m,gp,23,56,79,50.849394,4.458199
21018A84-,senior,2,+1 supermarket within 300m,supermarket,8,56,64,50.84478,4.455172
21018A84-,senior,3,+1 local shop within 200m,convenience,4,56,60,50.846336,4.453356
21018A87-,family,1,+1 GP / doctor within 400m,gp,7,89,96,50.853828,4.456101
21018A87-,remote,1,+1 coworking space within 550m,coworking,20,73,93,50.849361,4.44471
21018A87-,remote,2,+1 GP / doctor within 400m,gp,4,73,77,50.853828,4.456101
21018A87-,senior,1,+1 GP / doctor within 300m,gp,27,62,89,50.853197,4.455102
21018A87-,senior,2,+1 supermarket within 300m,supermarket,8,62,70,50.848584,4.452075
21019A001,family,1,+1 childcare centre within 400m,childcare,7,82,89,50.834769,4.434444
21019A001,family,2,+1 GP / doctor within 400m,gp,6,82,88,50.839852,4.434444
21019A001,remote,1,+1 coworking space within 550m,coworking,20,70,90,50.835385,4.423057
21019A001,remote,2,+1 library within 550m,library,5,70,75,50.839236,4.437781
21019A001,remote,3,+1 GP / doctor within 400m,gp,4,70,74,50.839852,4.434444
21019A001,senior,1,+1 GP / doctor within 300m,gp,26,57,83,50.839222,4.433445
21019A001,senior,2,+1 hospital within 0m,hospital,5,57,62,50.83731,4.430419
